time,euler_T,euler_U,euler_E
0.000000,0.000000e+00,1.080628e+00,1.080628e+00
0.010000,1.082656e-04,1.080628e+00,1.080736e+00
0.020000,4.326211e-04,1.080412e+00,1.080845e+00
0.030000,9.723408e-04,1.079981e+00,1.080953e+00
0.040000,1.726614e-03,1.079335e+00,1.081061e+00
0.050000,2.694547e-03,1.078474e+00,1.081168e+00
0.060000,3.875162e-03,1.077399e+00,1.081274e+00
0.070000,5.267397e-03,1.076111e+00,1.081378e+00
0.080000,6.870108e-03,1.074610e+00,1.081480e+00
0.090000,8.682071e-03,1.072897e+00,1.081579e+00
0.100000,1.070198e-02,1.070973e+00,1.081675e+00
0.110000,1.292844e-02,1.068839e+00,1.081767e+00
0.120000,1.536000e-02,1.066495e+00,1.081855e+00
0.130000,1.799510e-02,1.063944e+00,1.081939e+00
0.140000,2.083212e-02,1.061186e+00,1.082018e+00
0.150000,2.386936e-02,1.058223e+00,1.082092e+00
0.160000,2.710504e-02,1.055055e+00,1.082160e+00
0.170000,3.053730e-02,1.051685e+00,1.082222e+00
0.180000,3.416422e-02,1.048114e+00,1.082278e+00
0.190000,3.798378e-02,1.044343e+00,1.082327e+00
0.200000,4.199392e-02,1.040374e+00,1.082368e+00
0.210000,4.619249e-02,1.036209e+00,1.082402e+00
0.220000,5.057726e-02,1.031850e+00,1.082427e+00
0.230000,5.514595e-02,1.027298e+00,1.082444e+00
0.240000,5.989618e-02,1.022556e+00,1.082452e+00
0.250000,6.482555e-02,1.017626e+00,1.082451e+00
0.260000,6.993154e-02,1.012509e+00,1.082440e+00
0.270000,7.521161e-02,1.007208e+00,1.082419e+00
0.280000,8.066313e-02,1.001725e+00,1.082388e+00
0.290000,8.628340e-02,9.960626e-01,1.082346e+00
0.300000,9.206967e-02,9.902231e-01,1.082293e+00
0.310000,9.801914e-02,9.842089e-01,1.082228e+00
0.320000,1.041289e-01,9.780225e-01,1.082151e+00
0.330000,1.103961e-01,9.716666e-01,1.082063e+00
0.340000,1.168177e-01,9.651437e-01,1.081961e+00
0.350000,1.233906e-01,9.584566e-01,1.081847e+00
0.360000,1.301118e-01,9.516080e-01,1.081720e+00
0.370000,1.369781e-01,9.446008e-01,1.081579e+00
0.380000,1.439864e-01,9.374379e-01,1.081424e+00
0.390000,1.511332e-01,9.301222e-01,1.081255e+00
0.400000,1.584154e-01,9.226567e-01,1.081072e+00
0.410000,1.658296e-01,9.150445e-01,1.080874e+00
0.420000,1.733724e-01,9.072887e-01,1.080661e+00
0.430000,1.810403e-01,8.993924e-01,1.080433e+00
0.440000,1.888299e-01,8.913589e-01,1.080189e+00
0.450000,1.967376e-01,8.831913e-01,1.079929e+00
0.460000,2.047599e-01,8.748931e-01,1.079653e+00
0.470000,2.128931e-01,8.664676e-01,1.079361e+00
0.480000,2.211337e-01,8.579182e-01,1.079052e+00
0.490000,2.294778e-01,8.492483e-01,1.078726e+00
0.500000,2.379219e-01,8.404614e-01,1.078383e+00
0.510000,2.464621e-01,8.315611e-01,1.078023e+00
0.520000,2.550947e-01,8.225509e-01,1.077646e+00
0.530000,2.638159e-01,8.134344e-01,1.077250e+00
0.540000,2.726218e-01,8.042152e-01,1.076837e+00
0.550000,2.815085e-01,7.948971e-01,1.076406e+00
0.560000,2.904722e-01,7.854837e-01,1.075956e+00
0.570000,2.995090e-01,7.759787e-01,1.075488e+00
0.580000,3.086149e-01,7.663861e-01,1.075001e+00
0.590000,3.177859e-01,7.567094e-01,1.074495e+00
0.600000,3.270182e-01,7.469527e-01,1.073971e+00
0.610000,3.363076e-01,7.371197e-01,1.073427e+00
0.620000,3.456502e-01,7.272142e-01,1.072864e+00
0.630000,3.550420e-01,7.172403e-01,1.072282e+00
0.640000,3.644789e-01,7.072018e-01,1.071681e+00
0.650000,3.739569e-01,6.971026e-01,1.071060e+00
0.660000,3.834719e-01,6.869468e-01,1.070419e+00
0.670000,3.930199e-01,6.767382e-01,1.069758e+00
0.680000,4.025969e-01,6.664809e-01,1.069078e+00
0.690000,4.121986e-01,6.561788e-01,1.068377e+00
0.700000,4.218211e-01,6.458361e-01,1.067657e+00
0.710000,4.314604e-01,6.354566e-01,1.066917e+00
0.720000,4.411122e-01,6.250444e-01,1.066157e+00
0.730000,4.507726e-01,6.146036e-01,1.065376e+00
0.740000,4.604375e-01,6.041382e-01,1.064576e+00
0.750000,4.701029e-01,5.936522e-01,1.063755e+00
0.760000,4.797646e-01,5.831496e-01,1.062914e+00
0.770000,4.894187e-01,5.726346e-01,1.062053e+00
0.780000,4.990610e-01,5.621111e-01,1.061172e+00
0.790000,5.086877e-01,5.515833e-01,1.060271e+00
0.800000,5.182946e-01,5.410550e-01,1.059350e+00
0.810000,5.278779e-01,5.305304e-01,1.058408e+00
0.820000,5.374335e-01,5.200134e-01,1.057447e+00
0.830000,5.469574e-01,5.095082e-01,1.056466e+00
0.840000,5.564458e-01,4.990185e-01,1.055464e+00
0.850000,5.658947e-01,4.885485e-01,1.054443e+00
0.860000,5.753002e-01,4.781022e-01,1.053402e+00
0.870000,5.846585e-01,4.676834e-01,1.052342e+00
0.880000,5.939657e-01,4.572961e-01,1.051262e+00
0.890000,6.032181e-01,4.469442e-01,1.050162e+00
0.900000,6.124118e-01,4.366316e-01,1.049043e+00
0.910000,6.215430e-01,4.263622e-01,1.047905e+00
0.920000,6.306082e-01,4.161398e-01,1.046748e+00
0.930000,6.396035e-01,4.059683e-01,1.045572e+00
0.940000,6.485253e-01,3.958514e-01,1.044377e+00
0.950000,6.573701e-01,3.857929e-01,1.043163e+00
0.960000,6.661342e-01,3.757965e-01,1.041931e+00
0.970000,6.748141e-01,3.658660e-01,1.040680e+00
0.980000,6.834063e-01,3.560051e-01,1.039411e+00
0.990000,6.919073e-01,3.462173e-01,1.038125e+00
1.000000,7.003138e-01,3.365063e-01,1.036820e+00
1.010000,7.086223e-01,3.268756e-01,1.035498e+00
1.020000,7.168296e-01,3.173288e-01,1.034158e+00
1.030000,7.249324e-01,3.078693e-01,1.032802e+00
1.040000,7.329273e-01,2.985006e-01,1.031428e+00
1.050000,7.408114e-01,2.892262e-01,1.030038e+00
1.060000,7.485813e-01,2.800493e-01,1.028631e+00
1.070000,7.562341e-01,2.709734e-01,1.027207e+00
1.080000,7.637668e-01,2.620015e-01,1.025768e+00
1.090000,7.711762e-01,2.531371e-01,1.024313e+00
1.100000,7.784597e-01,2.443833e-01,1.022843e+00
1.110000,7.856142e-01,2.357431e-01,1.021357e+00
1.120000,7.926369e-01,2.272197e-01,1.019857e+00
1.130000,7.995252e-01,2.188161e-01,1.018341e+00
1.140000,8.062764e-01,2.105352e-01,1.016812e+00
1.150000,8.128877e-01,2.023800e-01,1.015268e+00
1.160000,8.193567e-01,1.943534e-01,1.013710e+00
1.170000,8.256809e-01,1.864581e-01,1.012139e+00
1.180000,8.318577e-01,1.786969e-01,1.010555e+00
1.190000,8.378849e-01,1.710725e-01,1.008957e+00
1.200000,8.437601e-01,1.635875e-01,1.007348e+00
1.210000,8.494810e-01,1.562444e-01,1.005725e+00
1.220000,8.550456e-01,1.490459e-01,1.004091e+00
1.230000,8.604516e-01,1.419942e-01,1.002446e+00
1.240000,8.656970e-01,1.350919e-01,1.000789e+00
1.250000,8.707798e-01,1.283412e-01,9.991210e-01
1.260000,8.756982e-01,1.217444e-01,9.974426e-01
1.270000,8.804503e-01,1.153036e-01,9.957539e-01
1.280000,8.850343e-01,1.090211e-01,9.940554e-01
1.290000,8.894485e-01,1.028987e-01,9.923473e-01
1.300000,8.936913e-01,9.693865e-02,9.906300e-01
1.310000,8.977611e-01,9.114271e-02,9.889038e-01
1.320000,9.016565e-01,8.551276e-02,9.871693e-01
1.330000,9.053760e-01,8.005059e-02,9.854266e-01
1.340000,9.089183e-01,7.475791e-02,9.836762e-01
1.350000,9.122821e-01,6.963634e-02,9.819184e-01
1.360000,9.154662e-01,6.468747e-02,9.801537e-01
1.370000,9.184695e-01,5.991277e-02,9.783823e-01
1.380000,9.212910e-01,5.531368e-02,9.766047e-01
1.390000,9.239297e-01,5.089154e-02,9.748213e-01
1.400000,9.263847e-01,4.664763e-02,9.730324e-01
1.410000,9.286552e-01,4.258315e-02,9.712384e-01
1.420000,9.307404e-01,3.869923e-02,9.694397e-01
1.430000,9.326397e-01,3.499692e-02,9.676366e-01
1.440000,9.343525e-01,3.147720e-02,9.658297e-01
1.450000,9.358782e-01,2.814097e-02,9.640192e-01
1.460000,9.372165e-01,2.498906e-02,9.622055e-01
1.470000,9.383669e-01,2.202223e-02,9.603891e-01
1.480000,9.393292e-01,1.924115e-02,9.585703e-01
1.490000,9.401031e-01,1.664642e-02,9.567495e-01
1.500000,9.406886e-01,1.423858e-02,9.549271e-01
1.510000,9.410855e-01,1.201807e-02,9.531035e-01
1.520000,9.412939e-01,9.985257e-03,9.512791e-01
1.530000,9.413138e-01,8.140453e-03,9.494542e-01
1.540000,9.411455e-01,6.483874e-03,9.476293e-01
1.550000,9.407891e-01,5.015669e-03,9.458048e-01
1.560000,9.402450e-01,3.735907e-03,9.439809e-01
1.570000,9.395136e-01,2.644585e-03,9.421582e-01
1.580000,9.385953e-01,1.741621e-03,9.403370e-01
1.590000,9.374907e-01,1.026860e-03,9.385176e-01
1.600000,9.362004e-01,5.000707e-04,9.367005e-01
1.610000,9.347251e-01,1.609479e-04,9.348860e-01
1.620000,9.330655e-01,9.110777e-06,9.330746e-01
1.630000,9.312224e-01,4.410454e-05,9.312665e-01
1.640000,9.291968e-01,2.654002e-04,9.294622e-01
1.650000,9.269897e-01,6.723951e-04,9.276621e-01
1.660000,9.246020e-01,1.264413e-03,9.258664e-01
1.670000,9.220349e-01,2.040706e-03,9.240756e-01
1.680000,9.192897e-01,3.000451e-03,9.222901e-01
1.690000,9.163674e-01,4.142756e-03,9.205102e-01
1.700000,9.132695e-01,5.466655e-03,9.187362e-01
1.710000,9.099974e-01,6.971113e-03,9.169685e-01
1.720000,9.065524e-01,8.655023e-03,9.152075e-01
1.730000,9.029362e-01,1.051721e-02,9.134534e-01
1.740000,8.991504e-01,1.255643e-02,9.117068e-01
1.750000,8.951965e-01,1.477136e-02,9.099678e-01
1.760000,8.910763e-01,1.716062e-02,9.082369e-01
1.770000,8.867915e-01,1.972277e-02,9.065143e-01
1.780000,8.823442e-01,2.245629e-02,9.048005e-01
1.790000,8.777360e-01,2.535960e-02,9.030956e-01
1.800000,8.729691e-01,2.843104e-02,9.014001e-01
1.810000,8.680454e-01,3.166892e-02,8.997143e-01
1.820000,8.629670e-01,3.507145e-02,8.980384e-01
1.830000,8.577361e-01,3.863679e-02,8.963729e-01
1.840000,8.523548e-01,4.236305e-02,8.947179e-01
1.850000,8.468255e-01,4.624827e-02,8.930738e-01
1.860000,8.411505e-01,5.029042e-02,8.914409e-01
1.870000,8.353320e-01,5.448744e-02,8.898195e-01
1.880000,8.293726e-01,5.883717e-02,8.882098e-01
1.890000,8.232747e-01,6.333743e-02,8.866121e-01
1.900000,8.170409e-01,6.798597e-02,8.850268e-01
1.910000,8.106736e-01,7.278048e-02,8.834541e-01
1.920000,8.041756e-01,7.771860e-02,8.818942e-01
1.930000,7.975495e-01,8.279791e-02,8.803474e-01
1.940000,7.907980e-01,8.801597e-02,8.788140e-01
1.950000,7.839239e-01,9.337024e-02,8.772941e-01
1.960000,7.769300e-01,9.885816e-02,8.757882e-01
1.970000,7.698191e-01,1.044771e-01,8.742963e-01
1.980000,7.625942e-01,1.102245e-01,8.728187e-01
1.990000,7.552582e-01,1.160975e-01,8.713556e-01
2.000000,7.478139e-01,1.220934e-01,8.699073e-01
2.010000,7.402646e-01,1.282095e-01,8.684740e-01
2.020000,7.326131e-01,1.344428e-01,8.670559e-01
2.030000,7.248626e-01,1.407905e-01,8.656531e-01
2.040000,7.170162e-01,1.472497e-01,8.642659e-01
2.050000,7.090770e-01,1.538175e-01,8.628945e-01
2.060000,7.010483e-01,1.604907e-01,8.615390e-01
2.070000,6.929332e-01,1.672665e-01,8.601996e-01
2.080000,6.847349e-01,1.741416e-01,8.588765e-01
2.090000,6.764568e-01,1.811131e-01,8.575699e-01
2.100000,6.681021e-01,1.881778e-01,8.562799e-01
2.110000,6.596742e-01,1.953324e-01,8.550066e-01
2.120000,6.511763e-01,2.025739e-01,8.537502e-01
2.130000,6.426119e-01,2.098990e-01,8.525109e-01
2.140000,6.339843e-01,2.173044e-01,8.512887e-01
2.150000,6.252969e-01,2.247869e-01,8.500838e-01
2.160000,6.165532e-01,2.323431e-01,8.488963e-01
2.170000,6.077565e-01,2.399698e-01,8.477263e-01
2.180000,5.989104e-01,2.476635e-01,8.465739e-01
2.190000,5.900183e-01,2.554210e-01,8.454393e-01
2.200000,5.810837e-01,2.632387e-01,8.443225e-01
2.210000,5.721101e-01,2.711135e-01,8.432235e-01
2.220000,5.631009e-01,2.790417e-01,8.421425e-01
2.230000,5.540596e-01,2.870200e-01,8.410796e-01
2.240000,5.449899e-01,2.950449e-01,8.400347e-01
2.250000,5.358951e-01,3.031129e-01,8.390080e-01
2.260000,5.267788e-01,3.112207e-01,8.379995e-01
2.270000,5.176446e-01,3.193647e-01,8.370093e-01
2.280000,5.084960e-01,3.275414e-01,8.360373e-01
2.290000,4.993364e-01,3.357473e-01,8.350837e-01
2.300000,4.901694e-01,3.439789e-01,8.341484e-01
2.310000,4.809986e-01,3.522328e-01,8.332314e-01
2.320000,4.718274e-01,3.605054e-01,8.323328e-01
2.330000,4.626593e-01,3.687932e-01,8.314525e-01
2.340000,4.534978e-01,3.770928e-01,8.305906e-01
2.350000,4.443465e-01,3.854005e-01,8.297470e-01
2.360000,4.352088e-01,3.937130e-01,8.289218e-01
2.370000,4.260882e-01,4.020267e-01,8.281149e-01
2.380000,4.169881e-01,4.103381e-01,8.273262e-01
2.390000,4.079119e-01,4.186438e-01,8.265558e-01
2.400000,3.988632e-01,4.269403e-01,8.258035e-01
2.410000,3.898453e-01,4.352241e-01,8.250694e-01
2.420000,3.808615e-01,4.434918e-01,8.243533e-01
2.430000,3.719153e-01,4.517399e-01,8.236553e-01
2.440000,3.630101e-01,4.599651e-01,8.229752e-01
2.450000,3.541490e-01,4.681639e-01,8.223129e-01
2.460000,3.453355e-01,4.763329e-01,8.216685e-01
2.470000,3.365728e-01,4.844688e-01,8.210417e-01
2.480000,3.278642e-01,4.925683e-01,8.204325e-01
2.490000,3.192129e-01,5.006279e-01,8.198408e-01
2.500000,3.106221e-01,5.086444e-01,8.192665e-01
2.510000,3.020949e-01,5.166146e-01,8.187094e-01
2.520000,2.936345e-01,5.245350e-01,8.181695e-01
2.530000,2.852440e-01,5.324027e-01,8.176466e-01
2.540000,2.769264e-01,5.402142e-01,8.171406e-01
2.550000,2.686848e-01,5.479665e-01,8.166513e-01
2.560000,2.605222e-01,5.556564e-01,8.161786e-01
2.570000,2.524416e-01,5.632808e-01,8.157224e-01
2.580000,2.444458e-01,5.708366e-01,8.152824e-01
2.590000,2.365378e-01,5.783208e-01,8.148586e-01
2.600000,2.287204e-01,5.857303e-01,8.144507e-01
2.610000,2.209964e-01,5.930623e-01,8.140586e-01
2.620000,2.133685e-01,6.003136e-01,8.136821e-01
2.630000,2.058395e-01,6.074816e-01,8.133211e-01
2.640000,1.984121e-01,6.145631e-01,8.129752e-01
2.650000,1.910888e-01,6.215556e-01,8.126444e-01
2.660000,1.838723e-01,6.284561e-01,8.123284e-01
2.670000,1.767650e-01,6.352620e-01,8.120270e-01
2.680000,1.697696e-01,6.419704e-01,8.117400e-01
2.690000,1.628883e-01,6.485789e-01,8.114673e-01
2.700000,1.561237e-01,6.550848e-01,8.112085e-01
2.710000,1.494780e-01,6.614855e-01,8.109634e-01
2.720000,1.429534e-01,6.677785e-01,8.107319e-01
2.730000,1.365524e-01,6.739613e-01,8.105136e-01
2.740000,1.302769e-01,6.800315e-01,8.103084e-01
2.750000,1.241292e-01,6.859868e-01,8.101160e-01
2.760000,1.181113e-01,6.918249e-01,8.099362e-01
2.770000,1.122252e-01,6.975434e-01,8.097686e-01
2.780000,1.064729e-01,7.031402e-01,8.096131e-01
2.790000,1.008563e-01,7.086130e-01,8.094693e-01
2.800000,9.537717e-02,7.139599e-01,8.093371e-01
2.810000,9.003737e-02,7.191787e-01,8.092161e-01
2.820000,8.483861e-02,7.242674e-01,8.091061e-01
2.830000,7.978254e-02,7.292242e-01,8.090067e-01
2.840000,7.487077e-02,7.340470e-01,8.089178e-01
2.850000,7.010485e-02,7.387342e-01,8.088390e-01
2.860000,6.548626e-02,7.432838e-01,8.087701e-01
2.870000,6.101642e-02,7.476943e-01,8.087107e-01
2.880000,5.669670e-02,7.519639e-01,8.086605e-01
2.890000,5.252839e-02,7.560910e-01,8.086194e-01
2.900000,4.851272e-02,7.600742e-01,8.085869e-01
2.910000,4.465088e-02,7.639119e-01,8.085627e-01
2.920000,4.094396e-02,7.676027e-01,8.085467e-01
2.930000,3.739302e-02,7.711453e-01,8.085383e-01
2.940000,3.399903e-02,7.745384e-01,8.085374e-01
2.950000,3.076292e-02,7.777808e-01,8.085437e-01
2.960000,2.768553e-02,7.808712e-01,8.085567e-01
2.970000,2.476764e-02,7.838087e-01,8.085763e-01
2.980000,2.200999e-02,7.865921e-01,8.086021e-01
2.990000,1.941323e-02,7.892204e-01,8.086337e-01
3.000000,1.697795e-02,7.916929e-01,8.086708e-01
3.010000,1.470467e-02,7.940085e-01,8.087132e-01
3.020000,1.259385e-02,7.961666e-01,8.087604e-01
3.030000,1.064590e-02,7.981664e-01,8.088123e-01
3.040000,8.861131e-03,8.000072e-01,8.088683e-01
3.050000,7.239815e-03,8.016885e-01,8.089283e-01
3.060000,5.782148e-03,8.032097e-01,8.089919e-01
3.070000,4.488260e-03,8.045704e-01,8.090587e-01
3.080000,3.358219e-03,8.057702e-01,8.091284e-01
3.090000,2.392024e-03,8.068087e-01,8.092008e-01
3.100000,1.589611e-03,8.076857e-01,8.092754e-01
3.110000,9.508498e-04,8.084010e-01,8.093519e-01
3.120000,4.755453e-04,8.089545e-01,8.094300e-01
3.130000,1.634376e-04,8.093459e-01,8.095094e-01
3.140000,1.420201e-05,8.095755e-01,8.095897e-01
3.150000,2.744970e-05,8.096432e-01,8.096706e-01
3.160000,2.027276e-04,8.095491e-01,8.097518e-01
3.170000,5.395188e-04,8.092934e-01,8.098330e-01
3.180000,1.037243e-03,8.088765e-01,8.099137e-01
3.190000,1.695257e-03,8.082985e-01,8.099937e-01
3.200000,2.512853e-03,8.075598e-01,8.100727e-01
3.210000,3.489265e-03,8.066610e-01,8.101503e-01
3.220000,4.623660e-03,8.056025e-01,8.102262e-01
3.230000,5.915148e-03,8.043849e-01,8.103001e-01
3.240000,7.362774e-03,8.030088e-01,8.103716e-01
3.250000,8.965525e-03,8.014749e-01,8.104405e-01
3.260000,1.072233e-02,7.997840e-01,8.105063e-01
3.270000,1.263205e-02,7.979368e-01,8.105689e-01
3.280000,1.469350e-02,7.959343e-01,8.106278e-01
3.290000,1.690542e-02,7.937774e-01,8.106828e-01
3.300000,1.926651e-02,7.914670e-01,8.107335e-01
3.310000,2.177541e-02,7.890043e-01,8.107797e-01
3.320000,2.443068e-02,7.863903e-01,8.108210e-01
3.330000,2.723086e-02,7.836262e-01,8.108571e-01
3.340000,3.017441e-02,7.807133e-01,8.108877e-01
3.350000,3.325974e-02,7.776529e-01,8.109126e-01
3.360000,3.648522e-02,7.744462e-01,8.109314e-01
3.370000,3.984914e-02,7.710947e-01,8.109438e-01
3.380000,4.334978e-02,7.675998e-01,8.109496e-01
3.390000,4.698531e-02,7.639631e-01,8.109484e-01
3.400000,5.075391e-02,7.601861e-01,8.109400e-01
3.410000,5.465368e-02,7.562704e-01,8.109241e-01
3.420000,5.868266e-02,7.522177e-01,8.109004e-01
3.430000,6.283886e-02,7.480297e-01,8.108686e-01
3.440000,6.712025e-02,7.437083e-01,8.108285e-01
3.450000,7.152473e-02,7.392551e-01,8.107798e-01
3.460000,7.605018e-02,7.346721e-01,8.107223e-01
3.470000,8.069441e-02,7.299613e-01,8.106557e-01
3.480000,8.545521e-02,7.251245e-01,8.105797e-01
3.490000,9.033032e-02,7.201637e-01,8.104941e-01
3.500000,9.531743e-02,7.150812e-01,8.103986e-01
3.510000,1.004142e-01,7.098789e-01,8.102931e-01
3.520000,1.056182e-01,7.045590e-01,8.101772e-01
3.530000,1.109271e-01,6.991236e-01,8.100508e-01
3.540000,1.163384e-01,6.935752e-01,8.099136e-01
3.550000,1.218496e-01,6.879158e-01,8.097653e-01
3.560000,1.274581e-01,6.821478e-01,8.096059e-01
3.570000,1.331615e-01,6.762736e-01,8.094351e-01
3.580000,1.389570e-01,6.702956e-01,8.092526e-01
3.590000,1.448421e-01,6.642162e-01,8.090584e-01
3.600000,1.508142e-01,6.580379e-01,8.088520e-01
3.610000,1.568704e-01,6.517631e-01,8.086335e-01
3.620000,1.630082e-01,6.453945e-01,8.084026e-01
3.630000,1.692247e-01,6.389345e-01,8.081592e-01
3.640000,1.755172e-01,6.323858e-01,8.079030e-01
3.650000,1.818829e-01,6.257510e-01,8.076339e-01
3.660000,1.883189e-01,6.190328e-01,8.073518e-01
3.670000,1.948225e-01,6.122339e-01,8.070564e-01
3.680000,2.013907e-01,6.053569e-01,8.067477e-01
3.690000,2.080207e-01,5.984047e-01,8.064254e-01
3.700000,2.147096e-01,5.913800e-01,8.060896e-01
3.710000,2.214543e-01,5.842856e-01,8.057399e-01
3.720000,2.282521e-01,5.771243e-01,8.053764e-01
3.730000,2.350999e-01,5.698990e-01,8.049989e-01
3.740000,2.419948e-01,5.626124e-01,8.046072e-01
3.750000,2.489338e-01,5.552676e-01,8.042014e-01
3.760000,2.559138e-01,5.478674e-01,8.037812e-01
3.770000,2.629319e-01,5.404146e-01,8.033466e-01
3.780000,2.699851e-01,5.329124e-01,8.028975e-01
3.790000,2.770703e-01,5.253635e-01,8.024338e-01
3.800000,2.841846e-01,5.177709e-01,8.019555e-01
3.810000,2.913248e-01,5.101377e-01,8.014624e-01
3.820000,2.984879e-01,5.024667e-01,8.009546e-01
3.830000,3.056709e-01,4.947611e-01,8.004319e-01
3.840000,3.128707e-01,4.870237e-01,7.998944e-01
3.850000,3.200843e-01,4.792577e-01,7.993420e-01
3.860000,3.273086e-01,4.714660e-01,7.987746e-01
3.870000,3.345406e-01,4.636516e-01,7.981922e-01
3.880000,3.417773e-01,4.558175e-01,7.975948e-01
3.890000,3.490155e-01,4.479669e-01,7.969825e-01
3.900000,3.562523e-01,4.401027e-01,7.963551e-01
3.910000,3.634847e-01,4.322279e-01,7.957126e-01
3.920000,3.707095e-01,4.243457e-01,7.950552e-01
3.930000,3.779239e-01,4.164589e-01,7.943828e-01
3.940000,3.851247e-01,4.085706e-01,7.936953e-01
3.950000,3.923090e-01,4.006839e-01,7.929929e-01
3.960000,3.994739e-01,3.928017e-01,7.922756e-01
3.970000,4.066163e-01,3.849271e-01,7.915434e-01
3.980000,4.137333e-01,3.770631e-01,7.907964e-01
3.990000,4.208219e-01,3.692126e-01,7.900345e-01
4.000000,4.278793e-01,3.613786e-01,7.892579e-01
4.010000,4.349025e-01,3.535641e-01,7.884666e-01
4.020000,4.418887e-01,3.457721e-01,7.876608e-01
4.030000,4.488350e-01,3.380054e-01,7.868404e-01
4.040000,4.557385e-01,3.302670e-01,7.860055e-01
4.050000,4.625965e-01,3.225598e-01,7.851563e-01
4.060000,4.694061e-01,3.148867e-01,7.842928e-01
4.070000,4.761645e-01,3.072506e-01,7.834151e-01
4.080000,4.828691e-01,2.996543e-01,7.825234e-01
4.090000,4.895171e-01,2.921006e-01,7.816177e-01
4.100000,4.961058e-01,2.845924e-01,7.806982e-01
4.110000,5.026326e-01,2.771324e-01,7.797650e-01
4.120000,5.090947e-01,2.697234e-01,7.788182e-01
4.130000,5.154897e-01,2.623682e-01,7.778579e-01
4.140000,5.218149e-01,2.550694e-01,7.768843e-01
4.150000,5.280679e-01,2.478297e-01,7.758976e-01
4.160000,5.342460e-01,2.406519e-01,7.748979e-01
4.170000,5.403469e-01,2.335384e-01,7.738853e-01
4.180000,5.463681e-01,2.264919e-01,7.728600e-01
4.190000,5.523072e-01,2.195150e-01,7.718222e-01
4.200000,5.581618e-01,2.126102e-01,7.707720e-01
4.210000,5.639297e-01,2.057799e-01,7.697096e-01
4.220000,5.696085e-01,1.990268e-01,7.686353e-01
4.230000,5.751961e-01,1.923531e-01,7.675491e-01
4.240000,5.806901e-01,1.857613e-01,7.664514e-01
4.250000,5.860885e-01,1.792537e-01,7.653422e-01
4.260000,5.913891e-01,1.728327e-01,7.642217e-01
4.270000,5.965898e-01,1.665005e-01,7.630903e-01
4.280000,6.016887e-01,1.602593e-01,7.619481e-01
4.290000,6.066837e-01,1.541115e-01,7.607952e-01
4.300000,6.115729e-01,1.480591e-01,7.596320e-01
4.310000,6.163545e-01,1.421042e-01,7.584586e-01
4.320000,6.210264e-01,1.362489e-01,7.572753e-01
4.330000,6.255871e-01,1.304953e-01,7.560823e-01
4.340000,6.300346e-01,1.248453e-01,7.548798e-01
4.350000,6.343673e-01,1.193008e-01,7.536681e-01
4.360000,6.385836e-01,1.138639e-01,7.524474e-01
4.370000,6.426818e-01,1.085362e-01,7.512180e-01
4.380000,6.466603e-01,1.033197e-01,7.499801e-01
4.390000,6.505178e-01,9.821608e-02,7.487339e-01
4.400000,6.542527e-01,9.322701e-02,7.474797e-01
4.410000,6.578636e-01,8.835418e-02,7.462178e-01
4.420000,6.613492e-01,8.359919e-02,7.449484e-01
4.430000,6.647082e-01,7.896359e-02,7.436718e-01
4.440000,6.679393e-01,7.444891e-02,7.423882e-01
4.450000,6.710413e-01,7.005659e-02,7.410979e-01
4.460000,6.740132e-01,6.578804e-02,7.398012e-01
4.470000,6.768538e-01,6.164461e-02,7.384984e-01
4.480000,6.795621e-01,5.762759e-02,7.371897e-01
4.490000,6.821371e-01,5.373825e-02,7.358754e-01
